6,724,10578
11,850,4688
20,174,11278
17,289,3449
30,1111,2068
26,39,9897
7,746,7595
4,755,10987
26,39,11246
13,1142,2125
17,367,4731
13,606,11975
20,158,9229
13,808,8106
20,1021,5023
7,904,2782
27,548,10720
20,254,10151
8,1020,2040
17,303,4121
6,1135,10872
19,160,12346
13,909,1637
6,1350,5830
17,263,9905
6,932,8018
11,765,7376
6,673,2803
17,367,7254
17,51,6788
7,423,10838
16,246,4699
16,1133,1124
8,178,5506
8,678,816
20,281,12017
27,533,2470
6,1253,3073
5,656,7049
3,175,3564
10,1278,10688
25,58,3823
20,190,4550
7,800,1752
15,188,10537
7,49,4384
26,1401,2557
10,105,3848
6,1108,3176
11,660,4317
26,39,9133
21,363,7868
21,9,12328
26,36,11590
17,566,9549
26,1132,3071
7,1328,11161
27,181,3180
17,367,5884
6,1041,5880
24,927,6996
1,14,2768
3,1006,8560
6,1384,2064
3,1229,3226
13,18,11752
7,84,3255
7,157,5181
8,1414,11286
9,445,10728
25,513,4791
4,972,6999
26,358,1406
17,1183,3022
8,638,10781
26,1085,4428
8,600,3238
17,1149,4221
27,181,5637
1,679,7499
10,90,3395
26,1377,1607
9,568,691
13,553,11598
9,445,921
9,210,1198
7,258,12275
18,134,615
7,728,9509
6,845,9204
21,645,4158
30,73,11442
25,745,6957
4,1235,3398
4,616,1387
7,749,8877
10,83,8243
26,1110,3729
15,535,9936
21,477,4348
4,741,6450
30,795,10218
10,70,5834
17,409,3304
10,1397,3396
20,1021,5023
10,70,7648
8,1225,3947
20,1112,2492
7,545,11431
4,91,11889
27,1000,4802
6,931,8574
26,1001,171
25,745,9606
8,1221,3962
22,165,8603
20,1161,8896
27,216,7351
7,1166,8314
0,146,11169
27,533,5800
6,1241,7566
26,896,773
9,230,12430
27,548,4339
17,805,10132
27,269,5197
10,1127,10580
8,1009,5887
10,996,7719
17,596,11657
24,1388,9553
17,992,3999
6,671,10776
8,1414,12319
26,991,2757
6,898,5641
6,1289,5149
11,155,4247
16,89,3043
7,423,4879
10,1248,2932
10,562,7451
8,206,1107
8,206,1107
4,1276,2337
27,1155,1757
26,991,294
10,1407,11944
17,229,6715
6,818,122
27,1394,10867
8,1009,7961
17,596,6707
23,882,6247
10,405,7023
10,87,7511
10,1055,12193
21,694,4091
3,720,5019
14,1120,3789
17,1080,1606
8,900,2402
26,1132,3071
12,591,8345
24,1331,388
4,747,12186
7,157,1548
23,312,11298
17,930,2687
25,745,3003
25,843,7859
18,371,11761
17,263,5214
21,645,4182
26,39,2005
8,1049,7782
4,1276,6739
6,1287,9855
10,804,11371
20,1378,8
8,1184,10035
7,255,11900
10,1382,1903
6,1168,2858
1,16,7720
17,399,984
20,953,9111
6,48,959
21,873,3903
6,994,7166
6,845,7126
16,1056,12356
6,1253,5667
6,193,78
26,896,12492
21,645,8096
26,1001,12258
21,313,10014
13,730,11068
10,142,4273
22,1320,11775
17,967,3474
14,950,12488
13,223,1178
3,1229,11320
3,720,3629
27,1394,7659
26,753,2024
20,517,6489
18,751,11557
26,991,2170
8,613,2667
20,953,9111
1,583,6571
8,678,10837
5,576,188
27,548,4339
4,972,9555
26,1401,4970
7,746,5011
20,342,9036
7,544,142
20,270,6121
6,452,4034
7,641,8847
20,1021,5023
8,640,7843
21,701,849
4,616,10328
13,1142,9448
15,316,17
20,215,4968
10,405,10970
21,9,2257
5,1079,4763
4,369,911
8,463,6973
6,673,10576
5,338,3372
6,1181,7711
21,107,11846
9,1151,3075
18,677,214
16,244,2236
7,555,2763
10,310,3637
6,376,3292
4,40,8377
20,1161,1436
27,181,2608
4,72,5340
22,1101,865
21,1128,11089
10,1407,11944
6,673,6023
26,39,633
13,918,6213
26,39,11440
30,1111,9926
17,247,3997
26,1001,6040
26,896,6053
3,1006,4119
21,645,7412
0,793,104
22,22,2467
27,1106,4888
17,1198,2398
4,1202,2074
7,1421,1013
11,660,2390
21,839,582
3,1387,8023
4,741,6450
17,1047,822
27,390,24
7,157,9272
6,141,1904
16,1410,5013
10,76,1841
9,445,5974
27,533,6783
26,1001,6626
7,838,11168
20,254,10151
3,1387,2486
0,1333,2671
20,1217,3908
10,1074,8048
15,620,1559
26,432,10811
1,1358,4285
5,365,10108
7,904,6928
10,661,10803
30,266,1909
17,303,3285
25,843,11372
7,545,3508
25,513,4791
20,11,4744
8,678,7474
21,408,10610
10,1055,11945
20,215,4968
8,463,8236
6,376,10236
21,1128,11089
14,5,4937
6,1060,8148
14,1116,4734
10,90,3395
17,992,1083
6,1210,11979
22,1398,3765
21,581,8549
20,190,4550
20,342,9036
6,673,3679
13,778,9086
13,918,6213
27,422,4747
6,376,11743
13,1211,8802
10,138,11100
26,1377,6207
20,254,380
8,95,3112
8,626,9901
17,421,4900
8,268,5059
26,39,11246
11,765,3888
11,131,6245
26,36,7472
11,938,1459
4,1276,3388
26,762,10530
8,1020,11195
26,264,1846
10,1074,1601
17,229,6715
8,1221,480
7,545,9046
0,757,4055
10,417,9412
16,177,4571
10,83,205
17,80,8005
25,167,10433
26,39,9133
13,1035,5269
30,710,1448
7,430,1493
7,423,1926
8,659,119
4,598,10055
4,328,8519
26,886,9266
21,645,8948
20,508,10459
16,547,5316
18,639,3504
11,647,5306
11,521,4625
21,956,8472
20,173,5183
6,1287,10834
7,544,11642
26,991,3006
21,819,4210
6,48,6988
17,80,11299
9,1298,4105
10,151,1244
27,1106,5492
6,384,8361
22,1152,1546
7,617,10187
0,757,7219
10,1278,6708
2,966,6512
20,158,2452
10,417,634
6,464,2807
1,583,524
22,1152,3526
7,904,12194
30,468,2626
27,390,10915
6,54,11486
7,555,2763
17,869,9068
16,479,1427
7,728,4424
26,110,3985
6,852,5280
7,157,1763
4,556,3157
6,376,5049
4,91,5139
9,546,11201
11,164,7057
25,889,7922
10,151,1357
17,980,3546
4,598,8152
27,390,600
21,363,9414
25,920,12191
10,1397,3786
20,1234,2790
4,571,7688
13,846,6387
10,87,2755
27,390,9720
5,1418,11670
17,303,2082
6,704,6176
4,891,11782
26,886,6562
27,548,7676
6,1253,4063
17,1381,12281
21,1419,7817
13,1362,1828
26,1401,1938
17,1080,9219
8,678,816
20,236,141
17,409,8987
8,495,5936
16,547,10804
20,173,3258
4,598,8152
17,680,3222
20,215,4968
10,1174,11024
7,555,11805
8,678,3362
6,673,1677
10,1278,11549
6,1170,11850
21,363,7868
7,617,7123
10,1174,7987
21,1426,2464
4,148,5076
3,574,8555
8,145,2377
4,571,7796
8,501,9709
11,765,8332
0,357,1151
22,478,168
10,1382,11935
3,1006,7021
6,931,4371
22,1152,11726
11,883,4547
21,956,8472
8,1414,11124
8,1225,6276
16,1410,390
11,660,2390
13,846,6387
0,793,4288
26,1085,2053
26,74,10214
5,226,8274
0,1274,2521
4,55,1996
8,66,4635
13,257,1700
20,1402,3794
6,376,10236
7,749,8277
7,1188,4058
8,463,5638
27,548,10720
17,1357,3408
21,1128,8979
20,1402,1708
26,762,9130
17,1005,12092
7,709,4462
21,1093,6438
12,93,9745
16,959,1518
26,39,1851
8,217,12361
6,376,5049
9,210,9132
17,1381,11475
17,51,10257
4,734,265
17,856,5891
6,673,2685
11,883,2822
4,747,3476
6,537,10217
26,991,2170
26,1023,10220
20,863,4807
17,1357,3408
11,131,11392
27,1394,7659
12,204,6119
20,368,5980
10,735,9632
20,517,887
6,1253,8759
10,1278,4825
17,680,273
20,1209,7053
27,1106,4888
27,1155,1757
4,219,811
9,713,12239
6,855,2519
17,944,8232
26,36,8124
26,1132,3071
0,757,8872
8,1343,617
4,689,11314
4,219,12132
6,37,677
17,421,10164
25,1044,8132
17,648,7840
4,1282,3484
10,1397,1591
11,883,10852
20,254,10698
9,230,8178
20,158,12327
6,1041,10563
7,728,4424
27,1155,5077
26,740,7163
7,936,7115
17,1313,1349
20,953,9111
6,1255,3105
10,142,5123
11,147,9813
20,251,11732
10,661,9789
7,1166,406
13,257,8352
7,157,10036
26,240,9611
6,460,4062
6,1181,7246
4,519,10400
8,696,5091
22,1152,102
10,70,2374
20,158,621
20,136,9700
27,269,6906
26,491,2258
21,363,2767
3,720,4522
7,728,11738
8,613,10491
17,1119,12390
1,228,7984
22,835,7853
6,487,12198
26,39,11440
20,492,6103
20,251,1863
11,126,9338
26,432,10609
3,1006,6577
26,435,6057
18,371,5198
0,1302,10049
3,1006,8560
11,660,4377
8,98,1056
8,1415,7095
17,233,7972
7,1166,6034
22,378,50
27,181,4369
8,827,9071
27,422,11088
7,1040,11776
8,900,1593
3,720,4522
10,76,5289
11,1374,7990
6,104,11366
28,687,1762
20,158,2452
9,772,2530
13,1141,10515
10,575,9998
15,579,5978
26,39,11440
8,1403,2038
7,964,5907
17,446,11687
17,856,11481
21,363,9414
20,1138,3963
17,414,9782
11,1416,12311
18,751,11557
22,355,5234
30,710,7455
13,1258,6947
4,388,2826
8,463,8236
4,821,10586
11,765,5373
4,512,9988
9,210,5841
17,306,3342
7,49,5993
21,1406,10862
11,883,3074
1,1122,5631
22,171,4266
17,303,9453
15,1299,11248
6,1350,1299
26,1216,8643
26,36,6436
26,432,12443
10,356,6217
12,331,6923
14,1395,8422
6,855,2426
11,765,8332
13,783,1016
8,395,2635
7,641,2069
7,895,440
26,39,1851
27,181,4733
26,886,9779
25,745,3003
21,581,11127
27,1106,6874
13,557,4050
17,198,2075
7,964,11316
22,165,10190
7,1273,2649
11,660,9780
11,938,1459
26,432,7837
26,36,8124
17,566,7914
27,181,1722
8,463,6973
6,1253,4063
11,883,9474
4,1342,5825
6,275,6876
6,104,4521
3,175,5357
4,144,2765
17,715,2060
20,517,887
26,435,3812
18,1317,11887
10,310,11030
20,251,1863
26,919,9760
9,670,7949
10,603,3777
21,471,7200
6,933,7282
13,503,2580
8,374,4551
10,1174,9536
8,1008,11209
8,1414,6594
16,1399,580
14,429,10145
8,178,8196
15,602,6803
13,778,7921
17,648,5029
10,151,7723
26,264,3463
13,199,1022
3,1006,8077
22,117,4580
11,660,12077
27,181,5254
10,1278,10688
27,181,3368
7,936,10398
25,50,1097
7,746,10920
7,108,7942
20,492,5274
3,1387,2486
12,68,6758
13,20,11542
17,229,9770
26,39,11440
20,1217,9581
6,376,1025
27,1394,7659
25,889,446
6,1041,6224
21,941,61
9,568,2796
25,745,8909
20,1161,10846
7,555,11805
26,39,9133
17,944,483
26,1401,11213
16,837,6953
6,1253,20
27,1000,1730
20,11,4744
8,597,11842
8,440,4926
21,819,11814
0,1347,10357
26,366,4785
4,707,2875
3,1229,1072
26,110,3299
17,247,3997
9,210,5841
26,1050,11056
13,523,3703
4,1389,2013
6,453,3656
21,9,9101
25,1335,1894
8,463,2386
8,827,8382
17,1196,2198
5,940,11274
10,1227,11029
22,649,4212
27,216,3014
7,430,1493
8,440,12299
6,1082,8771
27,269,9148
10,1127,10580
21,477,11550
8,178,5506
26,919,9760
17,582,3417
26,39,1851
16,350,4129
0,536,7600
22,763,640
12,573,11325
13,199,12476
6,855,11446
4,1218,10531
3,1387,3795
10,1203,8172
17,1045,7333
20,254,10151
7,749,11871
7,790,8534
17,658,9797
13,57,5601
7,108,2895
22,22,5756
8,613,8037
20,517,6489
10,1382,5036
25,50,3984
21,9,12328
26,886,6562
22,119,6630
27,1000,1730
1,122,7764
13,531,7975
11,1416,2350
24,628,143
7,27,5842
17,1080,1895
7,904,4730
26,74,12114
26,36,7472
27,548,4339
26,327,3946
6,724,10578
10,356,12286
10,127,11757
13,730,1465
5,1034,9837
4,689,11763
8,1373,8290
3,1006,2343
6,818,10038
6,464,9545
6,187,9769
7,333,2158
22,1136,8454
7,157,7679
6,1022,10689
17,414,2164
6,1384,145
21,111,8798
27,1000,4802
3,720,5019
6,673,6047
8,1073,738
7,157,5265
20,1243,4841
13,778,7446
10,804,3898
6,141,2617
27,269,9259
17,1279,9061
6,673,12181
28,687,4967
3,1387,4194
7,746,10603
4,605,11025
21,363,8973
9,546,9792
15,293,4823
17,566,2239
10,105,9366
4,910,9337
6,981,5187
7,901,11244
11,131,6245
21,819,1408
27,181,2608
18,1317,11887
4,821,2632
3,1229,7251
11,647,2249
27,533,6783
11,1104,8775
21,1406,10862
20,251,6833
8,178,33
7,545,10208
8,501,6132
24,563,12190
7,1306,4761
20,863,1172
16,959,1518
10,575,11644
7,859,9739
6,104,4521
17,233,9990
10,1127,5898
22,378,11662
6,1168,2858
25,211,8834
11,1194,10219
6,262,2092
20,481,11518
4,741,9858
4,1422,8344
10,151,7723
8,1415,3525
1,583,6571
11,1104,2305
13,221,2121
8,1225,3244
12,1148,6841
20,214,9496
26,886,11562
4,571,6102
27,533,1666
10,603,1672
13,480,12455
25,889,11109
8,1343,678
18,977,2847
4,40,3858
8,463,2917
13,373,8547
10,1182,7664
10,1074,2382
7,746,10920
4,219,7552
20,11,3986
26,36,7472
21,46,9456
0,757,8104
22,1320,2441
17,905,9500
26,39,2005
6,1041,10222
4,529,9361
4,369,6308
13,311,3370
10,996,7719
13,257,10430
27,1155,1941
8,463,6973
4,13,8566
8,276,2584
17,347,656
8,206,6064
26,1132,5570
1,1122,4778
10,1248,9935
13,606,1445
26,740,8047
3,574,1563
10,405,7023
7,430,9671
10,661,5931
27,548,4430
4,208,4334
17,805,4743
7,157,1320
23,928,11853
10,151,708
22,1152,102
27,269,9259
20,323,11048
12,667,9872
13,829,5582
3,1387,8564
21,9,1430
8,501,10089
17,1196,3283
12,204,9146
11,883,9474
7,728,11227
26,432,4435
6,376,12081
26,1259,3640
3,175,5068
5,1150,4909
17,399,4960
20,158,9229
22,1199,1105
27,1394,44
3,1387,11973
0,793,6958
17,984,11419
17,797,6150
6,1022,3927
27,181,2608
20,158,621
21,1062,1458
4,454,4242
3,175,7915
20,497,1885
6,487,7439
26,1110,10004
26,1132,5570
10,1007,5235
27,181,5254
4,454,5867
26,358,6526
23,848,10817
22,19,8912
4,972,1352
7,969,6036
4,72,4735
20,508,581
16,1014,11448
27,533,5800
6,487,7439
8,95,9528
12,284,12285
10,76,59
20,270,6121
21,30,6008
21,1062,223
4,1218,10531
11,938,473
21,1390,10875
26,39,9133
6,673,3679
8,41,5708
20,214,541
27,181,664
17,303,9453
22,1380,1502
20,158,1658
16,949,4545
7,52,1966
0,676,6532
10,87,4485
22,378,8100
17,343,4042
17,1030,606
20,826,5846
7,108,6466
20,1234,9623
21,107,11846
6,1108,5909
9,973,84
3,1387,6175
17,1080,4482
6,673,6023
3,574,8555
21,363,10839
27,533,10199
26,1132,9472
3,574,2913
7,901,5668
10,310,12240
7,1356,7989
6,1018,9758
6,187,4748
25,1065,5897
10,1182,605
30,506,1323
7,964,5907
26,203,8281
16,89,7153
8,501,8329
10,1250,8241
17,156,7629
6,1210,8330
20,943,5180
26,358,9434
21,1326,10844
21,1426,2464
21,941,61
20,953,1583
17,409,8987
10,1207,3095
14,420,7749
21,929,11198
26,39,9133
10,105,2639
17,834,9961
7,1068,1512
26,264,955
13,64,2232
7,157,9272
7,790,4405
9,445,3035
22,816,4740
4,1218,10025
21,1051,4116
11,586,1397
6,262,12508
16,352,4849
20,136,11552
11,850,718
11,945,5558
4,1202,11112
14,1120,4267
14,1116,10985
6,724,2865
4,1282,1724
17,1047,8981
4,910,7007
20,1021,2035
8,501,9709
6,625,7202
10,1127,5898
17,233,8031
6,830,1422
10,1203,7383
6,487,12198
21,1195,12248
7,157,11015
10,1007,6467
20,1190,7391
13,480,1917
7,108,2029
6,187,4685
8,1046,12251
4,1342,1541
17,1094,1439
13,257,10430
20,1217,4420
4,891,6110
7,630,8341
20,500,9647
8,558,9232
6,460,6253
21,111,11714
17,682,5067
26,435,10275
25,211,10587
10,356,8113
26,919,5387
11,945,5443
20,254,8540
22,171,9848
7,901,4726
25,725,10255
10,356,8113
13,503,9255
20,517,943
8,1054,9864
22,165,10190
26,1377,4144
8,463,8236
4,450,6718
26,1023,12350
10,1174,9536
22,942,12466
7,555,11805
20,261,4162
17,247,6558
27,390,24
21,873,1649
20,1112,11058
8,426,8040
10,310,48
8,1373,8624
21,363,7868
11,883,7440
8,463,8236
10,661,5931
17,1067,5960
7,709,1827
20,251,8715
17,566,8505
17,1080,4391
11,521,6680
4,926,7112
0,1302,172
10,356,263
11,883,4547
26,740,9722
22,816,4270
21,324,11257
17,596,6707
4,512,11269
14,833,967
17,905,5370
17,566,3397
26,580,9508
24,958,4962
6,724,5644
21,9,8404
17,1149,9419
18,1317,6938
17,680,3222
30,73,7580
8,463,8236
13,373,2720
10,1207,8379
10,87,3576
26,1216,298
1,1169,1000
17,811,12329
25,843,7859
7,157,9272
4,219,7552
17,1067,3219
3,1229,4245
17,399,2388
17,1308,2946
10,804,3898
17,992,776
9,670,7949
4,514,2034
20,261,1588
6,1289,5025
26,366,6143
3,1387,6175
26,1401,1938
8,912,58
17,1308,1375
26,39,1851
11,147,745
3,1006,7021
20,517,7494
20,158,2452
7,1166,3644
10,310,5331
8,145,8695
11,131,2294
4,334,10493
7,4,10135
4,219,9224
7,1166,406
22,890,9562
8,1073,652
17,967,3474
23,892,7668
17,980,763
21,107,11846
5,1354,3093
20,1134,3295
10,405,5132
6,592,1582
26,1001,12258
0,1031,8133
20,254,10151
6,457,11565
20,251,10420
3,720,6531
21,408,6108
10,735,10221
27,269,5106
26,1023,3233
0,885,3527
25,211,4822
4,755,7496
13,311,843
3,1387,3795
3,175,6765
21,819,9968
13,925,6513
1,784,3712
25,700,1388
9,1298,9249
15,668,3329
10,1250,5915
26,991,1452
17,944,12348
16,849,9987
0,1405,7683
21,499,1353
16,949,4545
20,1309,346
6,898,4539
11,883,1860
4,328,3810
9,670,9539
13,778,11894
7,904,5683
10,127,827
27,181,8905
23,848,4997
27,216,11734
13,1376,683
18,134,3875
8,696,4409
4,512,11269
8,1414,11286
7,555,4913
10,405,7023
20,953,11813
10,337,10711
7,1115,10914
0,549,6974
26,1081,3133
6,1147,12002
17,566,12387
17,1005,10979
7,4,10344
9,475,3989
8,812,8935
26,1001,12258
17,399,11788
4,747,12186
7,859,2341
4,208,4334
10,804,6432
26,39,10445
7,964,11316
7,10,4605
4,734,5593
10,1055,2152
13,407,5857
8,1414,4224
3,1006,333
20,173,5183
6,662,2572
14,101,6639
17,930,2687
7,746,95
4,328,413
10,1140,2448
11,415,7983
4,1095,5568
3,1229,8197
20,158,8126
4,1095,736
15,192,7579
7,1265,9903
17,263,7540
17,198,12174
17,289,8350
8,463,5839
17,80,11299
14,1413,6541
21,935,5965
10,1397,1499
6,673,3679
6,1181,11022
6,1384,501
9,713,5213
23,698,7813
21,363,2537
6,671,2443
20,884,9838
17,967,2820
3,1006,6167
27,1106,6656
22,478,10521
7,423,7831
15,316,6033
30,266,1909
21,701,1723
23,870,7964
17,490,8143
7,527,8086
20,385,7618
0,1270,12246
26,1028,1030
20,500,8405
21,363,7868
25,745,785
12,1010,1814
28,143,5720
15,921,8878
6,673,2937
27,1394,2309
9,713,9952
7,936,217
7,799,5460
7,258,9121
8,1373,8337
13,1258,12456
26,264,3463
6,193,569
17,856,9776
4,55,1577
17,1030,4922
11,586,11254
4,747,11430
22,643,11690
21,1219,11395
26,1028,6500
8,678,9322
20,1217,6584
17,716,2670
7,904,8174
15,192,1706
8,396,1501
7,617,632
17,1030,606
6,314,12526
11,164,7057
17,663,4271
24,563,9476
22,22,2467
6,1253,3073
6,464,314
6,1108,5909
3,574,8016
3,574,8555
10,712,317
21,363,9414
11,938,10992
6,104,619
8,463,2917
25,58,3477
0,885,3527
8,1020,2478
5,483,11572
3,720,3321
8,463,6973
26,762,10530
6,1291,3922
17,715,12336
7,4,10135
0,163,10661
26,1222,7307
20,158,2452
22,1152,102
21,274,10621
27,1394,4411
23,879,5493
11,938,473
26,753,9074
25,745,8068
17,233,7972
5,1150,9972
3,720,5019
6,1181,7246
27,548,1119
6,852,3125
20,251,7188
26,1259,1919
10,690,10377
15,1338,1564
10,1127,1095
6,516,7904
7,544,1553
6,516,8770
10,1140,4863
7,555,2763
26,991,2170
13,523,11798
8,678,11750
20,1402,1086
3,574,2913
20,270,12089
26,1132,9472
26,1216,12491
10,661,8482
8,433,3638
26,1001,12258
17,1357,11928
20,1359,6405
3,574,2913
20,629,3288
24,628,10750
10,88,2677
16,1300,3914
26,36,11590
15,914,6359
20,1134,2935
11,660,4377
26,435,886
20,158,4613
17,21,3613
25,1186,3206
7,904,11866
9,210,1198
27,1000,7861
17,229,9770
6,1181,3301
4,707,9354
10,151,708
20,1134,9420
17,930,2687
26,39,10795
27,1000,5240
20,251,7188
24,1293,2094
20,173,4431
7,108,7942
7,799,5460
15,1191,10932
13,829,2139
26,39,2005
0,946,208
27,1155,11652
10,88,11680
17,421,10538
16,232,6568
11,660,4377
25,779,8590
26,1259,10252
0,623,300
10,1250,11196
16,246,416
28,995,4337
3,1387,4194
17,289,8350
20,173,5183
3,574,6691
9,210,5427
26,74,3625
26,1085,1589
12,1024,1021
8,1114,10525
17,1045,12383
26,491,9601
22,171,10384
7,790,4405
8,1004,5205
21,140,7054
10,88,4259
16,89,4581
17,618,2786
4,369,2869
3,1387,10110
0,252,1738
20,1339,7128
8,1029,6404
10,603,1672
25,745,11061
25,211,7045
17,648,5029
8,640,8487
20,158,621
7,746,10625
11,1071,6471
26,621,10264
4,13,11344
6,662,6363
5,809,163
20,508,10459
1,436,2020
7,1411,3491
13,373,4660
17,233,525
25,34,12229
27,1000,6153
10,1203,11736
26,1216,12073
8,558,7882
4,1202,981
6,314,11995
21,1219,2948
10,760,8316
26,621,4282
17,811,220
5,511,6485
22,171,4266
21,499,7655
26,1001,171
16,732,2321
7,157,9272
17,980,12340
10,1248,9935
20,1359,1725
21,1093,7337
21,46,5919
25,971,9418
8,678,816
21,1426,2464
21,839,8925
20,251,10420
17,721,11449
0,607,9992
10,1055,11945
13,57,3680
6,8,11610
8,501,8098
6,453,1066
26,227,12110
16,1012,8684
10,603,4355
4,514,8137
8,463,8236
7,430,11410
26,762,10996
17,1080,6609
13,526,3387
14,1267,7815
8,613,2667
20,826,5879
8,659,12422
16,246,1042
21,46,4871
27,533,6299
27,533,6783
7,157,9272
27,422,8974
21,107,9462
21,1195,8263
6,1253,3073
5,467,1571
3,720,4522
7,255,6909
21,941,2586
11,1144,2496
26,74,12114
20,158,2452
5,226,12370
22,381,1301
6,376,9615
6,262,4256
20,1112,11058
10,1007,3550
7,1328,8292
12,1103,11255
26,36,6436
17,1275,4004
26,1081,4466
10,488,3201
4,514,2034
8,1049,5308
20,254,380
9,546,11699
17,1119,4844
7,675,7395
26,1023,3233
0,946,9964
13,777,11613
7,1283,10205
13,1310,5095
6,697,2717
10,735,9632
17,1313,2490
6,724,2536
10,1055,12433
10,1074,8048
7,108,11999
6,724,7981
17,490,8143
8,178,8020
3,1387,10110
7,1233,5131
11,164,7828
26,1001,6040
20,214,10569
17,399,7487
17,1005,1875
6,1206,4610
26,991,3697
5,601,3024
27,1155,1757
3,574,1256
6,724,3234
9,230,2078
6,1181,11022
6,104,4521
11,660,7281
6,376,10236
3,1387,10110
0,946,6570
20,1161,1436
3,1387,3909
0,885,11797
7,1233,3811
13,778,9086
7,1283,1405
10,1248,10682
21,1195,11585
6,673,2685
6,981,12397
6,1280,7956
10,562,593
6,487,835
26,203,8953
6,592,1582
26,1023,11319
4,519,10400
14,429,9326
25,745,2704
5,267,3275
13,128,10833
12,24,10868
13,1365,5872
7,282,4855
17,247,3997
7,333,2158
20,729,5384
6,1041,5880
10,804,3898
10,218,5484
6,671,10794
13,311,7177
10,1250,4608
10,1224,11407
8,463,8236
11,131,1488
20,943,6888
25,889,9697
3,1006,4570
5,1172,874
8,640,7017
9,210,12268
21,313,312
7,129,11796
8,433,4963
27,269,2101
17,716,7056
8,396,7181
7,746,5011
20,863,8297
4,447,3553
17,1005,4979
22,61,9280
21,1093,9849
10,1097,3572
4,219,11554
11,1144,7832
3,1387,4194
20,1359,12217
10,1182,414
17,1149,4221
20,158,621
20,158,9229
10,90,568
13,1365,5872
20,158,3419
18,1295,6994
7,52,1966
14,594,10111
27,548,9673
9,973,10153
4,191,11504
22,418,10694
17,680,3222
8,881,10258
27,548,1119
23,879,8433
10,1382,5036
6,275,458
14,1236,2615
8,828,3890
4,512,9988
7,1265,9455
17,805,11880
20,136,4638
21,935,3008
20,943,11170
7,746,6515
20,1161,1436
15,459,4659
30,1102,9320
3,175,6942
30,102,2673
7,901,12376
0,757,4055
7,157,11015
26,991,1452
17,1030,606
17,596,11104
21,345,8571
8,640,10513
11,883,7440
21,363,8973
17,421,1265
13,1262,12264
4,891,11782
16,244,3813
10,1382,8286
25,902,8716
26,1216,12491
6,1135,7925
